Country,feature_set,model,MAE,RMSE,R2,n
CMR,nowcast_change,xgboost,4.390533203965631,6.322762130141783,0.3733080403813247,232
CMR,nowcast_change,lightgbm,4.224542892344911,6.0290065984051555,0.4301875234700395,232
CMR,-,persistence,5.237068965517241,7.473804828913427,0.12436332965194585,232
COD,autoregressive,decision_tree,6.097207740318325,8.380878583209052,0.22643232579456007,505
COD,autoregressive,random_forest,6.039686367837013,8.32361488473925,0.23696726225474174,505
COD,autoregressive,xgboost,6.067269060871388,8.350236514269183,0.2320786028879832,505
COD,autoregressive,lightgbm,6.049306655539548,8.35015810836778,0.23209302386553776,505
COD,drivers_only,decision_tree,12.350810770273178,15.59433125370518,-1.6782599424772942,505
COD,drivers_only,random_forest,11.162796374114112,13.849706377578917,-1.1125176575912037,505
COD,drivers_only,xgboost,11.113574656873647,13.407867580821284,-0.979878955966506,505
COD,drivers_only,lightgbm,11.46875662456097,13.690341045627415,-1.06418087372924,505
COD,nowcast,decision_tree,6.591599238678136,8.694850392374187,0.1673865104614407,505
COD,nowcast,random_forest,5.89397147305994,7.870654392350085,0.3177541534035191,505
COD,nowcast,xgboost,6.241742476850453,8.172282714858877,0.2644605341219344,505
COD,nowcast,lightgbm,6.259303245925466,8.130986046541619,0.27187549593793736,505
COD,nowcast_change,decision_tree,6.808896558417111,9.062998197289144,0.09538662933818443,505
COD,nowcast_change,random_forest,5.842499112227997,7.923006760280698,0.30864792872759705,505
COD,nowcast_change,xgboost,6.21211884847962,8.111146157019403,0.27542445921856884,505
COD,nowcast_change,lightgbm,6.236026631054588,8.233113618330043,0.2534697112480192,505
COD,-,persistence,6.492224948407561,9.415207692982582,0.023709586784974146,505
GHA,autoregressive,decision_tree,6.5788904058403155,8.777402490425239,-0.12553763642261306,275
GHA,autoregressive,random_forest,6.603285705033754,8.752691856806056,-0.11920920424972348,275
GHA,autoregressive,xgboost,6.5207081786069,8.665335621130783,-0.09698015554572526,275
GHA,autoregressive,lightgbm,6.496470112544,8.670073644725703,-0.09818009494432878,275
GHA,drivers_only,decision_tree,8.574765830695343,10.452620917145001,-0.5961672479469293,275
GHA,drivers_only,random_forest,8.115757499299088,9.71907782385588,-0.3799969104795027,275
GHA,drivers_only,xgboost,8.407677916613492,9.84469189457417,-0.41589892570444364,275
GHA,drivers_only,lightgbm,8.330031824699589,9.726870671908681,-0.3822107866935771,275
GHA,nowcast,decision_tree,7.205806213424055,9.43170614203215,-0.29959645268844093,275
GHA,nowcast,random_forest,6.6624297107264585,8.747327190833678,-0.11783766196267464,275
GHA,nowcast,xgboost,6.3792140501195735,8.439931433303377,-0.040652738800468935,275
GHA,nowcast,lightgbm,6.350340891100529,8.44310119480898,-0.04143455567781307,275
GHA,nowcast_change,decision_tree,6.504616655714141,8.693796982594044,-0.10419806926557107,275
GHA,nowcast_change,random_forest,6.353586025958444,8.251318797570613,0.005339827899117799,275
GHA,nowcast_change,xgboost,6.051519317626953,7.984281226454206,0.06867846403532873,275
GHA,nowcast_change,lightgbm,6.107912323405374,8.004774093280124,0.0638915732650529,275
GHA,-,persistence,6.812733907251922,9.620189535093317,-0.3520577807798595,275
GIN,autoregressive,decision_tree,5.755177447766699,7.194441175483522,-1.700114679809639,34
GIN,autoregressive,random_forest,5.758428266396646,7.275232076841073,-1.7610977458625117,34
GIN,autoregressive,xgboost,5.638976349550135,7.1251637362973685,-1.6483646100640081,34
GIN,autoregressive,lightgbm,5.785524731627721,7.260143798282635,-1.749657007912163,34
GIN,drivers_only,decision_tree,5.768659743495267,6.958770126399197,-1.5261146576222102,34
GIN,drivers_only,random_forest,4.3681445067503155,4.9642258740837,-0.28555643228492444,34
GIN,drivers_only,xgboost,4.549112908980426,5.236062008301151,-0.4302028533447446,34
GIN,drivers_only,lightgbm,4.037556463491157,4.669938624348314,-0.13765459065831842,34
GIN,nowcast,decision_tree,6.28387118349787,7.642826256808372,-2.0471655654185,34
GIN,nowcast,random_forest,5.6159202863298,7.116741938893519,-1.6421076847236282,34
GIN,nowcast,xgboost,5.347613152335672,6.62640184943593,-1.2905702572003768,34
GIN,nowcast,lightgbm,5.117618570767828,6.270077904034602,-1.0508502582399988,34
GIN,nowcast_change,decision_tree,5.520623631893794,6.655289690423342,-1.3105853013607511,34
GIN,nowcast_change,random_forest,4.520797847737023,5.590333911920938,-0.6302851639562224,34
GIN,nowcast_change,xgboost,4.903122460140901,6.211517807574123,-1.012720858110328,34
GIN,nowcast_change,lightgbm,4.598222442107791,5.823291191591125,-0.7689888388621202,34
GIN,-,persistence,6.434905866850267,8.066848341097536,-2.394656711866331,34
LBN,autoregressive,decision_tree,10.489535047851785,12.94225467357398,-0.3172725680305879,69
LBN,autoregressive,random_forest,10.353712787156532,12.558527331430263,-0.24031842448614338,69
LBN,autoregressive,xgboost,10.43331031522889,12.718691955109836,-0.27215685556354985,69
LBN,autoregressive,lightgbm,10.120475848292791,12.255010997000927,-0.18109049766900798,69
LBN,drivers_only,decision_tree,12.055138790783285,15.915243766867478,-0.9919679874134686,69
LBN,drivers_only,random_forest,12.191689225391709,15.192852432847197,-0.8152414674352426,69
LBN,drivers_only,xgboost,12.855233531067336,15.862537198607939,-0.9787962194283897,69
LBN,drivers_only,lightgbm,13.108761266998824,16.29245637731444,-1.0875116052439209,69
LBN,nowcast,decision_tree,9.42146516162631,12.30063946923702,-0.1899018615255923,69
LBN,nowcast,random_forest,9.297339895353645,11.375384961872596,-0.01762547507371237,69
LBN,nowcast,xgboost,9.121437853661137,11.870176230613659,-0.1080774028970517,69
LBN,nowcast,lightgbm,9.368090815804198,11.867068115387795,-0.10749719561391236,69
LBN,nowcast_change,decision_tree,10.844187979348328,12.964270571285667,-0.3217579695937274,69
LBN,nowcast_change,random_forest,10.272693436486797,12.500631768628184,-0.2289089001672202,69
LBN,nowcast_change,xgboost,9.237869704979053,11.43555310636663,-0.028419055424278694,69
LBN,nowcast_change,lightgbm,9.34377013750732,11.563665638499442,-0.051590892365872776,69
LBN,-,persistence,7.507246376811594,9.792040541736666,0.24594648166501498,69
MLI,autoregressive,decision_tree,4.172041978657674,5.772044324355813,0.5236332060786049,188
MLI,autoregressive,random_forest,4.243018092543062,5.93019270399351,0.49717162420970795,188
MLI,autoregressive,xgboost,4.1359711175269265,5.619783947153637,0.548433823703985,188
MLI,autoregressive,lightgbm,4.136389493557649,5.667254207716883,0.5407728534805425,188
MLI,drivers_only,decision_tree,10.863812463690902,14.469752102777365,-1.993672908966972,188
MLI,drivers_only,random_forest,9.463302991390567,11.523728001039796,-0.8987516464322727,188
MLI,drivers_only,xgboost,8.927867407494404,10.657950845785217,-0.6241629211662241,188
MLI,drivers_only,lightgbm,9.689386670923946,11.064251568291496,-0.750355442164105,188
MLI,nowcast,decision_tree,4.86407756716188,6.655043467851161,0.366737226729525,188
MLI,nowcast,random_forest,4.324845461798769,5.861861901441912,0.5086925709466108,188
MLI,nowcast,xgboost,4.140615897609832,5.8285312710170345,0.5142638487107424,188
MLI,nowcast,lightgbm,4.202371495703675,5.564482328823091,0.5572773913962845,188
MLI,nowcast_change,decision_tree,5.079677137072456,7.432273838944144,0.21018464814674498,188
MLI,nowcast_change,random_forest,4.595223643541043,6.147800666394754,0.4595920603969259,188
MLI,nowcast_change,xgboost,4.358170196096948,5.703892558886279,0.5348159254718061,188
MLI,nowcast_change,lightgbm,4.292435778116437,5.465511361251272,0.5728860379235596,188
MLI,-,persistence,3.9361702127659575,6.668439480596865,0.36418525717915073,188
MOZ,autoregressive,decision_tree,11.343152702210302,14.759404400687718,-0.5474822108755535,175
MOZ,autoregressive,random_forest,11.440874831328646,14.894192077965704,-0.5758754907551842,175
MOZ,autoregressive,xgboost,11.521780260631017,15.012671999052255,-0.601046674138453,175
MOZ,autoregressive,lightgbm,11.417080694984092,14.85621228914876,-0.5678488575178722,175
MOZ,drivers_only,decision_tree,13.231308615305252,17.643341795575445,-1.2113103349579388,175
MOZ,drivers_only,random_forest,11.900832115620428,15.386683267273115,-0.6818142522212634,175
MOZ,drivers_only,xgboost,11.092000124795096,14.767530264708645,-0.5491866280988615,175
MOZ,drivers_only,lightgbm,11.164450648494297,14.520405637859895,-0.49777127857618675,175
MOZ,nowcast,decision_tree,12.642450755293867,16.704469875565334,-0.9822270385400207,175
MOZ,nowcast,random_forest,11.966107723040611,15.500541959250716,-0.7067965905589804,175
MOZ,nowcast,xgboost,11.894061734335763,15.566676106757528,-0.7213919947377252,175
MOZ,nowcast,lightgbm,11.681670333388645,15.318797784674675,-0.6670067837703739,175
MOZ,nowcast_change,decision_tree,11.672352943160176,15.348740150738111,-0.6735298686137425,175
MOZ,nowcast_change,random_forest,10.58152617964044,13.687128135020076,-0.3307996150400203,175
MOZ,nowcast_change,xgboost,10.169171445029123,13.118330410170438,-0.22248948133448,175
MOZ,nowcast_change,lightgbm,10.169236660372643,13.238098368941696,-0.24491359120396505,175
MOZ,-,persistence,12.062857142857142,15.957622450907726,-0.8089408735589525,175
MRT,autoregressive,decision_tree,7.634858796578641,9.384907512526057,-2.5311650500542955,241
MRT,autoregressive,random_forest,7.712176068911701,9.421879249744318,-2.559041821939078,241
MRT,autoregressive,xgboost,7.841672448201793,9.480809508648942,-2.6037019491671094,241
MRT,autoregressive,lightgbm,7.8291216232504075,9.440307438767464,-2.5729776481112734,241
MRT,drivers_only,decision_tree,13.383767725593062,19.413960268412882,-14.110759596740643,241
MRT,drivers_only,random_forest,11.248142278262094,14.77497240745034,-7.752082046255662,241
MRT,drivers_only,xgboost,10.327327726292907,12.894312804299878,-5.665832960930237,241
MRT,drivers_only,lightgbm,11.207564483927346,14.182926246658973,-7.064727774022437,241
MRT,nowcast,decision_tree,6.496962550162538,8.106426328602875,-1.6346134441243052,241
MRT,nowcast,random_forest,6.521581259714207,8.310153530597187,-1.7687013868437798,241
MRT,nowcast,xgboost,6.8309602455479475,8.284999894469662,-1.7519658337744488,241
MRT,nowcast,lightgbm,6.4293458469853135,7.861014651724936,-1.477508965486455,241
MRT,nowcast_change,decision_tree,7.589890049558573,9.420343852073183,-2.557881947326684,241
MRT,nowcast_change,random_forest,7.394077360092478,9.273924251069886,-2.4481417569766,241
MRT,nowcast_change,xgboost,7.0067646978307065,8.583010292186135,-1.9535021402165382,241
MRT,nowcast_change,lightgbm,6.991354310871776,8.569370389179385,-1.9441223373229093,241
MRT,-,persistence,9.670806383993234,11.595175731878745,-4.390296978794106,241
MWI,autoregressive,decision_tree,7.968548630358199,10.300334569944678,-0.25434749461435335,96
MWI,autoregressive,random_forest,7.9696047027650225,10.272775895814858,-0.24764442883509075,96
MWI,autoregressive,xgboost,7.90995325644811,10.210673026745807,-0.2326050481865738,96
MWI,autoregressive,lightgbm,7.922626697665746,10.196589195217184,-0.22920706856378104,96
MWI,drivers_only,decision_tree,14.510349686534175,19.280382566611692,-3.3948747024422143,96
MWI,drivers_only,random_forest,10.897140320552822,13.087243276443193,-1.024937181203636,96
MWI,drivers_only,xgboost,10.052933822075525,12.189963447011062,-0.7567906463779208,96
MWI,drivers_only,lightgbm,10.197936480821278,12.495847058109328,-0.8460633737890786,96
MWI,nowcast,decision_tree,9.897019366694082,12.680046752993338,-0.9008896826573032,96
MWI,nowcast,random_forest,7.609935045641279,9.577755120865893,-0.08453272695889047,96
MWI,nowcast,xgboost,8.341462060809135,10.342743435742895,-0.2646976367795397,96
MWI,nowcast,lightgbm,8.199494228629902,10.155601870933737,-0.2193448200304966,96
MWI,nowcast_change,decision_tree,7.197125346050673,9.0740748905595,0.026535939474099934,96
MWI,nowcast_change,random_forest,6.2818346550290025,7.825225541019975,0.2760494017596292,96
MWI,nowcast_change,xgboost,7.636936470866203,9.034150113590306,0.0350833307402908,96
MWI,nowcast_change,lightgbm,7.002845179415986,8.27893659545056,0.18966552333213216,96
MWI,-,persistence,8.010416666666666,11.06091090281447,-0.4464285714285714,96
NER,autoregressive,decision_tree,5.653959161342722,7.32355258127422,-0.11108691056516329,195
NER,autoregressive,random_forest,5.587509786721523,7.301217441376499,-0.10432012918298406,195
NER,autoregressive,xgboost,5.524420310289432,7.27307949269686,-0.0958247167063313,195
NER,autoregressive,lightgbm,5.5385980832836,7.244168300347915,-0.08713001441653612,195
NER,drivers_only,decision_tree,11.479266820976218,16.75255307761353,-4.813884884458929,195
NER,drivers_only,random_forest,11.566490709388432,15.24867985701029,-3.8169142643461615,195
NER,drivers_only,xgboost,12.446815084188412,15.978771623809603,-4.289214776430278,195
NER,drivers_only,lightgbm,11.609908647746215,15.115991401796013,-3.7334489285737504,195
NER,nowcast,decision_tree,5.48164188298696,7.330770595897919,-0.11327814046742546,195
NER,nowcast,random_forest,5.622539682557134,7.230423178065043,-0.08300847605481243,195
NER,nowcast,xgboost,6.025249664600079,7.623995177433846,-0.20411966493418343,195
NER,nowcast,lightgbm,5.883092557592912,7.4179272022913505,-0.1399073584083157,195
NER,nowcast_change,decision_tree,5.620493018343472,7.6930809966509885,-0.22604111139790883,195
NER,nowcast_change,random_forest,5.687860304761512,7.443403438636508,-0.1477506324448652,195
NER,nowcast_change,xgboost,5.547608057657878,6.936332228594453,0.0033006021831766263,195
NER,nowcast_change,lightgbm,5.606568139075799,7.107057931155506,-0.04636724012572513,195
NER,-,persistence,6.097435897435897,8.301065733247286,-0.4274868921692967,195
NGA,autoregressive,decision_tree,5.423084889945117,7.785960294894828,-0.024374500642818653,2962
NGA,autoregressive,random_forest,5.502910970402119,7.920259066531909,-0.06001781566803133,2962
NGA,autoregressive,xgboost,5.23121111903649,7.702195161644567,-0.002451632457100228,2962
NGA,autoregressive,lightgbm,5.176120984251135,7.567352242482997,0.03234111303736442,2962
NGA,drivers_only,decision_tree,6.776334440330492,9.42285161940851,-0.5003724971514338,2962
NGA,drivers_only,random_forest,5.9631466190914,8.1510193333066,-0.12268581737603235,2962
NGA,drivers_only,xgboost,6.165147482604292,8.312424064410472,-0.16758840048668056,2962
NGA,drivers_only,lightgbm,6.118257606069967,8.22343862042114,-0.14272387252851138,2962
NGA,nowcast,decision_tree,5.500352131532661,7.4268702458256834,0.0679352946319377,2962
NGA,nowcast,random_forest,4.47900686519592,6.210074998128767,0.34832947235652867,2962
NGA,nowcast,xgboost,4.065219513634264,5.810935526278936,0.4294069157296577,2962
NGA,nowcast,lightgbm,4.097261852805056,5.876807209350989,0.41639732022719644,2962
NGA,nowcast_change,decision_tree,5.186156912759386,7.161757889269954,0.1332902939162094,2962
NGA,nowcast_change,random_forest,4.278133778107263,6.006705638953653,0.390312783331739,2962
NGA,nowcast_change,xgboost,4.040748445187607,5.795380198920275,0.43245767490066855,2962
NGA,nowcast_change,lightgbm,4.144316611476574,5.911391373108127,0.4095082737918888,2962
NGA,-,persistence,5.905428058850261,8.660816063047488,-0.26751182683808916,2962
PAK,autoregressive,decision_tree,5.116495845470617,7.19401393373005,-1.0993475104654946,160
PAK,autoregressive,random_forest,5.098672432447191,7.223648273098969,-1.1166788400573764,160
PAK,autoregressive,xgboost,5.150154200196266,7.239431151720776,-1.1259383664283527,160
PAK,autoregressive,lightgbm,5.1366828880805695,7.183925906559346,-1.093463889450046,160
PAK,drivers_only,decision_tree,9.866116155103569,12.530125650864118,-5.368727063788527,160
PAK,drivers_only,random_forest,11.445428109733916,13.604983302946748,-6.50823420890599,160
PAK,drivers_only,xgboost,12.41442306637764,14.642706558797377,-7.697301057512949,160
PAK,drivers_only,lightgbm,11.188227247800913,13.200473030502176,-6.068394388627463,160
PAK,nowcast,decision_tree,8.12501960925311,10.13292284927825,-3.1649640500986953,160
PAK,nowcast,random_forest,5.786339116266707,7.663308805037237,-1.3821792539040527,160
PAK,nowcast,xgboost,5.751416754722595,7.641282078983727,-1.3685046907800746,160
PAK,nowcast,lightgbm,5.634324743654146,7.604445476236589,-1.3457238625051673,160
PAK,nowcast_change,decision_tree,7.778884490369284,9.480432347784005,-2.6458439170072556,160
PAK,nowcast_change,random_forest,5.903247663694157,7.771810717202453,-1.4501135647203083,160
PAK,nowcast_change,xgboost,5.611023664474487,7.4660129821492065,-1.261097379417342,160
PAK,nowcast_change,lightgbm,5.525049025894474,7.527664150714846,-1.2985939243994786,160
PAK,-,persistence,5.877258047959512,8.42918098995445,-1.8821232123785179,160
SDN,autoregressive,decision_tree,11.603562480771112,14.76903390827912,-0.03165883890906107,294
SDN,autoregressive,random_forest,11.600412718228245,14.749540598788506,-0.02893731040522507,294
SDN,autoregressive,xgboost,11.62920112999118,14.786596170513171,-0.03411384519298011,294
SDN,autoregressive,lightgbm,11.594755010203034,14.761052604785574,-0.030544106897276713,294
SDN,drivers_only,decision_tree,16.35710910298081,19.756295066933777,-0.8460477740378654,294
SDN,drivers_only,random_forest,14.371911860782305,17.495157341524585,-0.4476635295084346,294
SDN,drivers_only,xgboost,14.093397536245334,17.066867640956875,-0.3776521332977931,294
SDN,drivers_only,lightgbm,13.772772216915596,16.699874862196573,-0.3190412032256913,294
SDN,nowcast,decision_tree,12.558552276868177,16.212924878275842,-0.24323912521877644,294
SDN,nowcast,random_forest,12.488463417839077,15.580158860716045,-0.14808935810187562,294
SDN,nowcast,xgboost,12.034064497266497,15.045673899520386,-0.07066897342979472,294
SDN,nowcast,lightgbm,11.880423737324803,15.04263715319623,-0.0702368197126868,294
SDN,nowcast_change,decision_tree,13.058788099450414,16.185166650252306,-0.23898565794917626,294
SDN,nowcast_change,random_forest,11.55815655813252,14.529278259596268,0.0015645077906552007,294
SDN,nowcast_change,xgboost,11.647981397148703,14.717719333688912,-0.02450235636117415,294
SDN,nowcast_change,lightgbm,11.180787836548513,14.150742731715424,0.052911858401221146,294
SDN,-,persistence,13.539808702859585,16.83640475790402,-0.34069702002381175,294
SEN,autoregressive,decision_tree,5.194847431201305,6.97185172595936,-0.8986962802883214,182
SEN,autoregressive,random_forest,5.114843985729781,6.924801667584647,-0.8731557678005393,182
SEN,autoregressive,xgboost,5.174265071585938,7.018666918223627,-0.9242809515531278,182
SEN,autoregressive,lightgbm,5.206663335413349,7.020291400526295,-0.9251718107838005,182
SEN,drivers_only,decision_tree,6.3485716125355305,8.73584622832972,-1.98104942696733,182
SEN,drivers_only,random_forest,6.55658048440692,8.07336814217516,-1.5460605537440428,182
SEN,drivers_only,xgboost,6.675373695545144,8.027431973228548,-1.5171696287929297,182
SEN,drivers_only,lightgbm,7.166662246868322,8.176727747271348,-1.611669941429804,182
SEN,nowcast,decision_tree,5.3699036751752445,7.732246835911275,-1.335450325054576,182
SEN,nowcast,random_forest,4.776821168005418,6.584067682605319,-0.6933541193148258,182
SEN,nowcast,xgboost,4.294846418180636,6.001235184292889,-0.4068263977646116,182
SEN,nowcast,lightgbm,4.388729312828236,6.043159863310794,-0.42655125884112977,182
SEN,nowcast_change,decision_tree,4.974933555518799,7.154611743658828,-0.999545805380857,182
SEN,nowcast_change,random_forest,5.04069408582733,7.155504802899683,-1.0000450146662532,182
SEN,nowcast_change,xgboost,4.496582165114827,6.5633841741979095,-0.6827316615837336,182
SEN,nowcast_change,lightgbm,4.323843676031576,6.241161436573285,-0.5215633820612706,182
SEN,-,persistence,4.6691582388621375,7.742655020419992,-1.3417419395025818,182
SLE,autoregressive,decision_tree,5.85853662596622,7.291785848348534,-0.6508729139421283,75
SLE,autoregressive,random_forest,6.039158477102063,7.654918188072112,-0.8193947546542084,75
SLE,autoregressive,xgboost,5.861417204538981,7.390015245208904,-0.6956511152747344,75
SLE,autoregressive,lightgbm,5.834030560123281,7.282510580958213,-0.6466757119710478,75
SLE,drivers_only,decision_tree,5.4733370125115375,6.865051358166476,-0.4633001341048073,75
SLE,drivers_only,random_forest,4.569279442616435,6.028800762683673,-0.12851593195335043,75
SLE,drivers_only,xgboost,5.156568431854248,6.61688588687187,-0.35941832890469616,75
SLE,drivers_only,lightgbm,5.371487738977739,6.970483364644629,-0.5085913783183913,75
SLE,nowcast,decision_tree,6.1171507652112735,8.216631335073654,-1.0962034628069977,75
SLE,nowcast,random_forest,5.024860016987319,6.571591541488041,-0.3408708673723768,75
SLE,nowcast,xgboost,5.048112417856852,6.453250791618236,-0.2930130792191017,75
SLE,nowcast,lightgbm,5.322162513002532,6.866227135134782,-0.4638014156952419,75
SLE,nowcast_change,decision_tree,5.342852828034233,6.729900429720183,-0.4062518565346529,75
SLE,nowcast_change,random_forest,4.859681866688847,6.177842336827456,-0.18500306158536728,75
SLE,nowcast_change,xgboost,4.8013949203491215,5.99757209788656,-0.11685498253027093,75
SLE,nowcast_change,lightgbm,4.731613998101137,5.955257344752256,-0.10115105200489882,75
SLE,-,persistence,6.76,8.690991504617488,-1.3452248214344853,75
SSD,autoregressive,decision_tree,11.232014917604364,14.27183920496385,0.27287656561319285,238
SSD,autoregressive,random_forest,11.260023351596233,14.154914638622312,0.2847419357454052,238
